A0A061ACU2	A0A061ACU2
Q584I8	Q39238
Q584I8	Q9UKI8
Q585P3	Q585P3
Q586F4	Q586F4
Q587J8	Q587J8
Q587J8	Q9CWU5
Q58A45	Q58A45
Q58FA4	Q58FA4
Q58FA4	A0AVK6
Q58FA4	Q6S7F2
Q58FA4	Q96AV8
Q58WW2	Q58WW2
Q59H18	Q59H18
Q59LY1	Q59LY1
Q59RL7	Q59RL7
Q59RW5	Q59RW5
Q59UY7	Q59UY7
Q5A287	Q5A287
Q5A4H5	Q5A4H5
Q5ABU7	Q5ABU7
Q5AFI4	Q5AFI4
Q5AJU7	Q5AJU7
Q5AJU7	P19880
Q5AK51	Q5AK51
Q5AL36	Q5AL36
Q5AMH6	Q5AMH6
Q5AP80	Q5AP80
Q5AP95	Q5AP95
Q5BJF2	Q5BJF2
Q5BJM8	Q5BJM8
Q5BJM8	Q8R4H9
Q5BJM8	Q8TAD4
Q5BJU5	Q5BJU5
Q5BJU5	D0Q0Y7
Q5BJY9	Q5BJY9
Q5BJY9	P05783
Q5BJY9	P02533
Q5BJY9	Q61781
Q5BJY9	P17661
Q5BJY9	P20152
Q5BJY9	P31000
Q5BJY9	P31001
Q5BJY9	Q10758
Q5BJY9	P04264
Q5BJZ6	Q5BJZ6
Q5BJZ6	Q8N4J0
Q5BKR2	Q5BKR2
Q5BKR2	A0A6P3HVI0
Q5BKR2	Q86UD5
Q5BKR2	Q8C0X2
Q5BKX6	Q5BKX6
Q5BLX8	Q5BLX8
Q5BLX8	P49177
Q5BLX8	Q40687
Q5BLX8	P62879
Q5BLX8	P36408
Q5BLX8	Q10282
Q5BPF3	Q5BPF3
Q5BVD1	Q5BVD1
Q5C9Z4	Q5C9Z4
Q5C9Z4	Q06132
Q5D869	Q5D869
Q5DTT2	Q5DTT2
Q5DTT2	A5PKW4
Q5DTT2	Q2PFD7
Q5DTT2	E1JIT7
Q5DTT2	G5EET6
Q5DTT2	Q6P1I6
Q5DTT2	Q8NDX1
Q5EAF2	Q5EAF2
Q5EBL4	Q5EBL4
Q5EBL4	D3ZUQ0
Q5EGY4	Q5EGY4
Q5EGY4	O15498
Q5EU90	Q5EU90
Q5F1R6	Q5F1R6
Q5FBB7	Q5FBB7
Q5FW52	Q5FW52
Q5FW52	Q5VWP3
Q5FWH3	Q5FWH3
Q5FWH3	Q8TE85
Q5FWH3	Q6ISB3
Q5FWH3	Q9NZI5
Q5FWH3	Q921D9
Q5GH62	Q5GH62
Q5GH62	Q9H6D3
Q5GH62	Q8C0T0
Q5GH67	Q5GH67
Q5H8A6	Q5H8A6
Q5H8A6	Q6RHR6
Q5H8A6	Q5H8A5
Q5H9F3	Q5H9F3
Q5H9R7	Q5H9R7
Q5H9S7	Q5H9S7
Q5HYJ3	Q5HYJ3
Q5HYK7	Q5HYK7
Q5HZG9	Q5HZG9
Q5HZI1	Q5HZI1
Q5HZI1	Q9ULD2
Q5HZI1	Q7SZL5
Q5HZJ0	Q5HZJ0
Q5HZJ0	Q9NRR4
Q5IBH7	Q5IBH7
Q5IBH7	Q5MJ70
Q5IRJ6	Q5IRJ6
Q5IRJ6	Q6PML9
Q5JPH6	Q5JPH6
Q5JPH6	Q9FEA2
Q5JPH6	P48525
Q5JPI9	Q5JPI9
Q5JRX3	Q5JRX3
Q5JRX3	P32898
Q5JRX3	Q9LJL3
Q5JRX3	Q8VY06
Q5JS13	Q5JS13
Q5JS13	Q9ERD6
Q5JTH9	Q5JTH9
Q5JVF3	Q5JVF3
Q5JVF3	Q8GWE6
Q5JVF3	Q9VTL1
Q5JVS0	Q5JVS0
Q5JVS0	A1L1K8
Q5JVS0	Q8NC51
Q5KS41	Q5KS41
Q5LJZ2	Q5LJZ2
Q5M731	Q5M731
Q5M755	Q5M755
Q5M755	Q0JD85
Q5M775	Q5M775
Q5M834	Q5M834
Q5M834	Q91WZ8
Q5M834	Q96EV8
Q5MIZ7	Q5MIZ7
Q5MIZ7	Q6IN85
Q5MIZ7	Q922R5
Q5MIZ7	Q9VFS5
Q5MIZ7	Q54I18
Q5N829	Q5N829
Q5ND04	Q5ND04
Q5ND34	Q5ND34
Q5ND34	Q562E7
Q5PP37	Q5PP37
Q5PP51	Q5PP51
Q5PR68	Q5PR68
Q5PR68	Q8N8E3
Q5PRF9	Q5PRF9
Q5Q0E6	Q5Q0E6
Q5QJE6	Q5QJE6
Q5RHB5	Q5RHB5
Q5RI15	Q5RI15
Q5S007	Q5S007
Q5S007	Q5S006
Q5SNT2	Q5SNT2
Q5SQP1	Q5SQP1
Q5SQP1	Q8N7B1
Q5SQP1	Q9D5T7
Q5SRY7	Q5SRY7
Q5SRY7	Q3ULA2
Q5SRY7	P25382
Q5SRY7	P39014
Q5SRY7	P87053
Q5SRY7	Q9NVX2
Q5SRY7	Q12417
Q5SRY7	Q42384
Q5SRY7	O43660
Q5SRY7	Q969H0
Q5SRY7	Q8VBV4
Q5SSJ5	Q5SSJ5
Q5SSW2	Q5SSW2
Q5SSW2	Q14997
Q5SU73	Q5SU73
Q5SU73	P38432
Q5SUQ9	Q5SUQ9
Q5SUQ9	Q2NKJ3
Q5SV06	Q5SV06
Q5SV06	Q8NHS9
Q5SWZ9	Q5SWZ9
Q5SWZ9	Q8N2A8
Q5SXA9	Q5SXA9
Q5SXA9	Q8IX03
Q5SXA9	Q6AWC2
Q5SXA9	Q9ULE0
Q5SXA9	Q9VFG8
Q5SY16	Q5SY16
Q5SY16	Q3TZX8
Q5SYB0	Q5SYB0
Q5T197	Q5T197
Q5T1C6	Q5T1C6
Q5T1C6	Q3UUI3
Q5T1C6	Q8N1Q8
Q5T200	Q5T200
Q5T200	E9Q784
Q5T3J3	Q5T3J3
Q9SLD2	Q9SLD2
Q9SLJ2	Q9SLJ2
Q9SM44	Q9SM44
Q9SMS0	Q9SMS0
Q9SMX1	Q9SMX1
Q9SMX1	P32580
Q9SMX1	Q8IYB8
Q9SMX3	Q9SMX3
Q9SMX3	Q9FJX3
Q9SMX3	Q9FKM2
Q9SMX3	P42056
Q9SMX3	Q9SRH5
Q9SMX3	P42054
Q9SMX3	P42055
Q9SN74	Q9SN74
Q9SN74	Q69V10
Q9SNB6	Q9SNB6
Q9SNB7	Q9SNB7
Q9SND6	Q9SND6
Q9SPU7	Q9SPU7
Q9SQI2	Q9SQI2
Q9SQR3	Q9SQR3
Q9SQR3	Q10QA5
Q9SQR3	Q9SZU7
Q9SQR3	Q10J20
Q9SQR3	P0DXI6
Q9SR62	Q9SR62
Q9SRK5	Q9SRK5
Q9SRK5	G4LTX4
Q9SRK5	Q9FEB5
Q9SRT0	Q9SRT0
Q9SRT0	E4NKF8
Q9SRT0	Q9SNC6
Q9SRT0	Q0IMG9
Q9SRX9	Q9SRX9
Q9SS48	Q9SS48
Q9SS48	P32191
Q9SS48	P35571
Q9SS48	P43304
Q9SS48	Q64521
Q9SS80	Q9SS80
Q9SSA5	Q9SSA5
Q9SSA5	O49939
Q9STF2	Q9STF2
Q9STG9	Q9STG9
Q9STS7	Q9STS7
Q9STX3	Q9STX3
Q9STX3	Q7XAK4
Q9STY0	Q9STY0
Q9STY0	Q9FZF1
Q9STY4	Q9STY4
Q9STY4	K7WIZ6
Q9SU05	Q9SU05
Q9SU08	Q9SU08
Q9SU14	Q9SU14
Q9SU14	P53370
Q9SU30	Q9SU30
Q9SU50	Q9SU50
Q9SU56	Q9SU56
Q9SU91	Q9SU91
Q9SUA1	Q9SUA1
Q9SUT5	Q9SUT5
Q9SUT5	A0A3L6DPG1
Q9SUT5	Q0JL44
Q9SUT5	Q9Y2Z0
Q9SV15	Q9SV15
Q9SV15	Q0JEE2
Q9SV15	Q9FL26
Q9SV55	Q9SV55
Q9SV55	Q6AT41
Q9SVM8	Q9SVM8
Q9SVM8	Q03250
Q9SVM8	Q9LIS2
Q9SVM8	P60824
Q9SVM8	Q14011
Q9SVM8	Q925G0
Q9SVM8	Q9DED4
Q9SVM8	P62996
Q9SVM8	P62995
Q9SVM8	Q6PFR5
Q9SVM8	Q13595
Q9SVM8	Q9C909
Q9SVM8	Q9FNR1
Q9SVM8	Q9FX45
Q9SW18	Q9SW18
Q9SWA6	Q9SWA6
Q9SWI1	Q9SWI1
Q9SWI1	Q9M9T4
Q9SWW6	Q9SWW6
Q9SWW6	Q94JQ6
Q9SX29	Q9SX29
Q9SX65	Q9SX65
Q9SX85	Q9SX85
Q9SX99	Q9SX99
Q9SXZ2	Q9SXZ2
Q9SXZ2	Q8VWH2
Q9SYJ8	Q9SYJ8
Q9SYK4	Q9SYK4
Q9SYM0	Q9SYM0
Q9SYM5	Q9SYM5
Q9SZ15	Q9SZ15
Q9SZ42	Q9SZ42
Q9SZ63	Q9SZ63
Q9SZD6	Q9SZD6
Q9SZD6	A8J637
Q9SZH4	Q9SZH4
Q9SZH4	Q9SR13
Q9SZI6	Q9SZI6
Q9SZI6	Q5HZ36
Q9SZR3	Q9SZR3
Q9SZR9	Q9SZR9
Q9SZR9	A9YWR6
Q9SZR9	D3GE74
Q9SZR9	Q84TH5
Q9SZR9	Q8H8V7
Q9SZR9	Q8RXN0
Q9SZR9	Q9C6W5
Q9SZR9	Q9C8K2
Q9SZR9	Q9H221
Q9SZR9	Q9DBM0
Q9SZR9	Q9H222
Q9SZR9	Q99PE8
Q9SZR9	Q9UNQ0
Q9SZR9	Q80W57
Q9SZR9	Q7TMS5
Q9SZR9	Q9H172
Q9SZR9	P45844
Q9T0A4	Q9T0A4
Q9T0H9	Q9T0H9
Q9T0H9	Q94AX5
Q9TW65	Q9TW65
Q9TYT3	Q9TYT3
Q9TZ70	Q9TZ70
Q9U1H0	Q9U1H0
Q9U1H9	Q9U1H9
Q9U1S7	Q9U1S7
Q9U1S7	A2A259
Q9U1S7	Q9P0L9
Q9U1S7	Q13563
Q9U1S7	H2LRU7
Q9U1S7	O35245
Q9U1S7	Q6IVV8
Q9U1W1	Q9U1W1
Q9U226	Q9U226
Q9U2M1	Q9U2M1
Q9U3D6	Q9U3D6
Q9U3F4	Q9U3F4
Q9U405	Q9U405
Q9U6M1	Q9U6M1
Q9U6M1	P86937
Q9U6M1	P86938
Q9U7C9	Q9U7C9
Q9U7D5	Q9U7D5
Q9U7D5	P08172
Q9U7D5	P08482
Q9U7D5	P11229
Q9U7D5	P12657
Q9U7D5	P08483
Q9U7D5	P20309
Q9U7D5	P08485
Q9U7D5	P08173
Q9U7D5	P08911
Q9U7D5	P08912
Q9UBB6	Q9UBB6
Q9UBB6	O35095
Q9UBC1	Q9UBC1
Q9UBD5	Q9UBD5
Q9UBE0	Q9UBE0
Q9UBF8	Q9UBF8
Q9UBF8	P39104
Q9UBF8	Q9FMJ0
Q9UBF9	Q9UBF9
Q9UBH6	Q9UBH6
Q9UBI1	Q9UBI1
Q9UBK9	Q9UBK9
Q9UBP6	Q9UBP6
Q9UBP6	Q12009
Q9UBQ5	Q9UBQ5
Q9UBT7	Q9UBT7
Q9VH08	Q9VH08
Q9VH08	P59941
Q9VH08	Q8N6T7
Q9VH08	Q9NRC8
Q9VH08	Q8BKJ9
Q9VH08	Q7XWV4
Q9VH08	B8ARK7
Q9VH36	Q9VH36
Q9VH70	Q9VH70
Q9VHB0	Q9VHB0
Q9VHJ6	Q9VHJ6
Q9VIF5	Q9VIF5
Q9VJL6	Q9VJL6
Q9VJN5	Q9VJN5
Q9VJV8	Q9VJV8
Q9VKB9	Q9VKB9
Q9VKD7	Q9VKD7
Q9VKJ3	Q9VKJ3
Q9VKJ9	Q9VKJ9
Q9VKJ9	Q8BRN9
Q9VKJ9	Q5T0F9
Q9VKJ9	Q66HA5
Q9VKM1	Q9VKM1
Q9VKM1	O76922
Q9VKM1	A2CEI6
Q9VKM1	Q8CGT6
Q9VKM1	Q7Z3Z4
Q9VKM6	Q9VKM6
Q9VKV5	Q9VKV5
Q9VKV5	O95400
Q9VL14	Q9VL14
Q9VL14	Q0VD32
Q9VL14	Q32M00
Q9VL76	Q9VL76
Q9VL76	Q96RR1
Q9VLD6	Q9VLD6
Q9VLJ8	Q9VLJ8
Q9VLJ8	O95396
Q9VLL3	Q9VLL3
Q9VLP3	Q9VLP3
Q9VLP7	Q9VLP7
Q9VLP7	Q9HCE5
Q9VLP7	Q3UIK4
Q9VM92	Q9VM92
Q9VMA3	Q9VMA3
Q9VMD0	Q9VMD0
Q9VN45	Q9VN45
Q9VN60	Q9VN60
Q9VN60	O60921
Q9VN91	Q9VN91
Q9VNB5	Q9VNB5
Q9VNH1	Q9VNH1
Q9VNH1	Q7L2J0
Q9VNS0	Q9VNS0
Q9VPH0	Q9VPH0
Q9VPM5	Q9VPM5
Q9VPQ6	Q9VPQ6
Q9VPT4	Q9VPT4
Q9VQ30	Q9VQ30
Q9VQ56	Q9VQ56
Q9VQ89	Q9VQ89
Q9VQB6	Q9VQB6
Q9VQD6	Q9VQD6
Q9VQI9	Q9VQI9
Q9VQK4	Q9VQK4
Q9VR17	Q9VR17
Q9VR17	Q8SYK5
Q9VR38	Q9VR38
Q9VRJ0	Q9VRJ0
Q9VRP5	Q9VRP5
Q9VSA3	Q9VSA3
Q9VSA3	P08503
Q9VSA3	P11310
Q9VSA3	P15650
Q9VSA3	P70584
Q9VSA3	Q3ZBF6
Q9VSA3	Q92947
Q9VSA3	Q60759
Q9VSA3	Q96329
Q9VSA3	Q9H845
Q9VSA3	P49748
Q9VSA3	P45953
Q9VSA3	Q9SWG0
Q9VSA3	Q9FS87
Q9VSA3	Q9FS88
Q9VSA3	P12007
Q9VSA3	Q9UKU7
Q9VSB9	Q9VSB9
Q9VSB9	Q9DBS1
Q9VSB9	Q9BTV4
Q9VT00	Q9VT00
Q9VT04	Q9VT04
Q9VT04	Q924A5
Q9VT04	Q495M3
Q9VT04	Q7Z2H8
Q9VT04	Q8BHK3
Q9VT04	Q8K415
Q9VT04	Q8K4D3
Q9VTE2	Q9VTE2
Q9VTZ2	Q9VTZ2
Q9VU77	Q9VU77
Q9VU77	P0C870
Q9VU77	Q0WVR4
Q9VUB5	Q9VUB5
Q9VUF8	Q9VUF8
Q9VV73	Q9VV73
Q9VV74	Q9VV74
Q9VV87	Q9VV87
Q9VVA8	Q9VVA8
Q9VVR2	Q9VVR2
Q9VVV9	Q9VVV9
Q9VW15	Q9VW15
Q9VW47	Q9VW47
Q9VW51	Q9VW51
Q9VWC6	Q9VWC6
Q9VWE6	Q9VWE6
Q9VWF2	Q9VWF2
Q9VWN4	Q9VWN4
Q9VWW0	Q9VWW0
Q9VX31	Q9VX31
Q9VX31	Q9H0H0
Q9VXE6	Q9VXE6
Q9VXG1	Q9VXG1
Q9VY78	Q9VY78
Q9VYD1	Q9VYD1
Q9VYX1	Q9VYX1
Q9VYX1	Q9NPA8
Q9VYX1	Q6NQ54
Q9W088	Q9W088
Q9W088	P49005
Q9W088	P87324
Q9W0K4	Q9W0K4
Q9W123	Q9W123
Q9W148	Q9W148
Q9W157	Q9W157
Q9W1C5	Q9W1C5
Q9W1C5	Q8N201
Q9W1C5	Q6P4S8
Q9W1F4	Q9W1F4
Q9W1H4	Q9W1H4
Q9W1H4	P04819
Q9W1H4	P37913
Q9W1H4	P18858
Q9W1H4	Q9JHY8
Q9W1R5	Q9W1R5
Q9W1X4	Q9W1X4
Q9W252	Q9W252
Q9W261	Q9W261
Q9W2H9	Q9W2H9
Q9W2I4	Q9W2I4
Q9W2I4	P0C606
Q9W3E2	Q9W3E2
Q9W3M3	Q9W3M3
Q9W413	Q9W413
Q9W420	Q9W420
Q9W484	Q9W484
Q9W484	Q0VGM9
Q9W484	Q9NZ71
Q9W4N2	Q9W4N2
Q9W4N2	Q8N1G2
Q9W4S7	Q9W4S7
Q9W4X9	Q9W4X9
Q9W539	Q9W539
Q9W6V6	Q9W6V6
Q9W6V6	Q9WTS4
Q9W6V6	Q9WTS6
Q9W6V6	O61307
Q9W6V6	Q6N022
Q9W6V6	Q3UHK6
Q9W6V6	Q9VYN8
Q9W6V6	Q9WTS5
Q9W6V6	Q9DER5
Q9W6V6	Q9NT68
Q9W6V6	Q9R1K2
Q9WTJ6	Q9WTJ6
Q9WTK2	Q9WTK2
Q9WTK2	Q9Y232
Q9WTK2	Q78JN3
Q9WTK2	Q5XIC0
Q9WTK2	Q9WUR2
Q9WTK2	O75521
Q9WTK2	Q9Y6F8
Q9WTK2	Q9D5D8
Q9WTR1	Q9WTR1
Q9WTR1	Q9WUD2
Q9WTR1	O35433
Q9WTR1	Q6RX08
Q9WTR1	Q8NER1
Q9WTR1	Q8NET8
Q9WTR1	Q9HBA0
Q9WTR1	Q9EPK8
Q9WTR1	Q9NQA5
Q9WTR1	P69744
Q9WTR1	Q91WD2
Q9WTR1	Q9H1D0
Q9WTR1	Q9JIP0
Q9WTR1	Q9R186
Q9WTR1	Q9XSM3
Q9WTV0	Q9WTV0
Q9WTW1	Q9WTW1
Q9WTW1	P97879
Q9WTW8	Q9WTW8
Q9WTW8	Q9UGH3
Q9WTW8	Q3E7D0
Q9WTW8	Q9UHI7
Q9WTW8	Q9Z2J0
Q9WTZ9	Q9WTZ9
Q9WTZ9	Q9NWD9
Q9WTZ9	Q3MKQ1
Q9WTZ9	Q3MKQ2
Q9WTZ9	Q9BXY8
Q9WTZ9	Q9R224
Q9WU70	Q9WU70
Q9WU70	Q8K400
Q9WU79	Q9WU79
Q9WU79	O43272
Q9WU79	Q04499
Q9WU79	Q6NKX1
Q9WU79	P92983
Q9WUB6	Q9WUB6
Q9WUB6	P51801
Q9WUB6	Q9W701
Q9WUB6	Q9BMK9
Q9WUB6	P35524
Q9WUB6	P35523
Q9WUB6	Q64347
Q9WUB6	Q9MZT1
Q9WUB6	Q9R0A1
Q9WUB6	P35525
Q9WUB6	P51788
Q9WUF3	Q9WUF3
Q9WUF3	Q9UKL3
Q9WUL7	Q9WUL7
Q9WUL7	P36405
Q9WUL7	P36404
Q9WUL7	O08697
Q9WUL7	Q2TA37
Q9WUL7	Q9D0J4
Q9WUL7	P56559
Q9WUL7	P40617
Q9WUL7	P49703
Q9WUL7	P61209
Q9WUL7	P62330
Q9WUL7	P62331
Q9WUL7	P84085
Q9WUL7	Q9H0F7
Q9WUM4	Q9WUM4
Q9WUM4	Q9ULV4
Q9WUM4	Q9D2V7
Q9WUU9	Q9WUU9
Q9WUU9	O60318
Q9WUU9	Q9U3V9
Q9WV02	Q9WV02
Q9WV02	P38159
Q9WV02	O75526
Q9WV02	P0DJD3
Q9WV02	Q15415
Q9WV02	A6NEQ0
Q9WV02	P0DJD4
Q6ZN28	Q6ZN28
Q75RY2	Q75RY2
Q76LB1	Q76LB1
Q78ZR5	Q78ZR5
Q78ZR5	Q8R1H0
Q7FAD5	Q7FAD5
Q7K003	Q7K003
Q7K003	Q9NV56
Q7K556	Q7K556
Q7S5M7	Q7S5M7
Q7T0L4	Q7T0L4
Q7T0L4	Q91VL8
Q7TMF3	Q7TMF3
Q7X7A4	Q7X7A4
Q7XA78	Q7XA78
Q7XA78	C7AU21
Q7XBS0	Q7XBS0
Q7XR83	Q7XR83
Q7YR75	Q7YR75
Q7YR75	P52815
Q7YUD6	Q7YUD6
Q7Z2W9	Q7Z2W9
Q7Z2W9	Q2TBS2
Q7Z7K0	Q7Z7K0
Q7ZT01	Q7ZT01
Q7ZT01	Q9BRX5
Q7ZT47	Q7ZT47
Q7ZT47	Q12488
Q7ZT48	Q7ZT48
Q7ZT48	Q99LZ3
Q801E2	Q801E2
Q801E2	Q9NQW6
Q80T22	Q80T22
Q80T79	Q80T79
Q80VL0	Q80VL0
Q80XX4	Q80XX4
Q80XX4	Q99JI1
Q80ZI2	Q80ZI2
Q80ZI2	Q8C8C1
Q810F1	Q810F1
Q810F1	Q53GD3
Q811I0	Q811I0
Q84JL7	Q84JL7
Q84K35	Q84K35
Q84LB6	Q84LB6
Q84LB6	O82662
Q84LB6	Q9P2R7
Q84LB6	P53312
Q84N48	Q84N48
Q84N48	Q84N49
Q84T94	Q84T94
Q84U09	Q84U09
Q84Y18	Q84Y18
Q86LG1	Q86LG1
Q86SP6	Q86SP6
Q86SP6	Q3UVY1
Q8AWF4	Q8AWF4
Q8AWF4	Q9BZD4
Q8AWF4	Q76I90
Q8BFX3	Q8BFX3
Q8BH70	Q8BH70
Q8BH70	Q9UKA2
Q8BH86	Q8BH86
Q8BHK1	Q8BHK1
Q8BHK1	Q9JJC8
Q8BHK1	Q8N8Q9
Q8BJ63	Q8BJ63
Q8BJ63	Q9H0R1
Q8BK30	Q8BK30
Q8BM47	Q8BM47
Q8BMB0	Q8BMB0
Q8BMB0	Q7Z589
Q8BP40	Q8BP40
Q8BP40	Q9NPH0
Q8BXP5	Q8BXP5
Q8C206	Q8C206
Q8C8M1	Q8C8M1
Q8CC21	Q8CC21
Q8CC21	Q6DKK2
Q8CCG4	Q8CCG4
Q8CCG4	Q9CWH0
Q8CCG4	Q7Z7J5
Q8CDY7	Q8CDY7
Q8CGY6	Q8CGY6
Q8CGY6	Q9H3U1
Q8GRN0	Q8GRN0
Q8GRN0	Q8GYX2
Q8GT66	Q8GT66
Q8GT66	Q9FMD5
Q8GT74	Q8GT74
Q8GUL2	Q8GUL2
Q8GWP5	Q8GWP5
Q8GYU3	Q8GYU3
Q8GZ79	Q8GZ79
Q8H0V4	Q8H0V4
Q8H1E5	Q8H1E5
Q8H1F7	Q8H1F7
Q8H1Q1	Q8H1Q1
Q8I1X7	Q8I1X7
Q8IAX8	Q8IAX8
Q8IAX8	Q9BUL9
Q8IAX8	Q8IDN4
Q8IBN8	Q8IBN8
Q8IEF6	Q8IEF6
Q8IIS5	Q8IIS5
Q8INM3	Q8INM3
Q8IW03	Q8IW03
Q8IW03	P61092
Q8IW03	O43255
Q8IW03	P21461
Q8IW03	Q8IUQ4
Q8IW03	Q920M9
Q8IY42	Q8IY42
Q8IZS7	Q8IZS7
Q8IZV2	Q8IZV2
Q8IZV2	Q9Y342
Q8IZV2	P47987
Q8JZU0	Q8JZU0
Q8JZU0	Q9BQG2
Q8JZU0	P53164
Q8JZU0	Q94A82
Q8K0U3	Q8K0U3
Q8K0U4	Q8K0U4
Q8K3D3	Q8K3D3
Q8K3W2	Q8K3W2
Q8L557	Q8L557
Q8L5Z4	Q8L5Z4
Q8L719	Q8L719
Q8L719	O08583
Q8L719	Q86V81
Q8L719	Q6NQ72
Q8L719	Q94EH8
Q8L719	Q8L773
Q8L7E5	Q8L7E5
Q8L7W1	Q8L7W1
Q8L7Z0	Q8L7Z0
Q8L7Z0	Q9LEQ3
Q8L7Z0	G7JND3
Q8L7Z0	A0A072VMJ3
Q8L7Z0	G7IBJ4
P87000	P87000
P87142	P87142
P87234	P87234
P92276	P92276
P92276	P09974
P92792	P92792
P92792	P82873
P93788	P93788
P93788	Q9M2D8
Q00312	Q00312
Q00312	Q5ABZ2
Q00453	Q00453
Q00453	Q12132
Q00497	Q00497
Q00912	Q00912
Q00912	P22185
Q00912	O22049
Q00912	Q01355
Q01359	Q01359
Q01359	P00427
Q01359	P00426
Q01359	P20674
Q01359	P12787
Q01962	Q01962
Q01962	C4QY68
Q02060	Q02060
Q02764	Q02764
Q02764	P27683
Q02764	Q3SYS0
Q02764	Q96A35
Q02772	Q02772
Q03153	Q03153
Q03201	Q03201
Q03201	Q7RYL4
Q03218	Q03218
Q03246	Q03246
Q03482	Q03482
Q03525	Q03525
Q03615	Q03615
Q03673	Q03673
Q03760	Q03760
Q03798	Q03798
Q03799	Q03799
Q03799	Q7SHF3
Q03976	Q03976
Q03976	Q1K5Z0
Q04005	Q04005
Q04052	Q04052
Q04083	Q04083
Q04341	Q04341
Q04411	Q04411
Q04598	Q04598
Q04623	Q04623
Q04922	Q04922
Q05648	Q05648
Q05863	Q05863
Q05905	Q05905
Q06011	Q06011
Q06109	Q06109
Q06184	Q06184
Q06184	P29549
Q06214	Q06214
Q06215	Q06215
Q06215	P43311
Q06215	P43309
Q06215	Q08303
Q06364	Q06364
Q06494	Q06494
Q06563	Q06563
Q06563	P39210
Q06563	Q99MS3
Q06563	Q2QL34
Q06563	Q9V492
Q06563	Q567V2
Q06665	Q06665
Q06801	Q06801
Q06801	Q9LV91
Q07335	Q07335
Q07349	Q07349
Q07362	Q07362
Q07458	Q07458
Q07510	Q07510
Q07684	Q07684
Q07897	Q07897
Q08182	Q08182
Q08182	P40574
Q08202	Q08202
Q08365	Q08365
Q08421	Q08421
Q08422	Q08422
Q08553	Q08553
Q08753	Q08753
Q08818	Q08818
Q08926	Q08926
Q09094	Q09094
Q09146	Q09146
Q09668	Q09668
Q09821	Q09821
Q09842	Q09842
Q09873	Q09873
Q0DRX6	Q0DRX6
Q0DRX6	A0A0P0X9Z7
Q0DRX6	Q0DIQ5
Q0P651	Q0P651
Q0VAA5	Q0VAA5
Q10187	Q10187
Q10214	Q10214
Q10222	Q10222
Q10317	Q10317
Q10332	Q10332
Q10332	O13762
Q10332	O60177
Q10332	P31244
Q10332	P36607
Q10332	P32849
Q10332	Q08562
Q10332	Q6PCN7
Q10332	Q14527
Q10332	Q95216
Q10332	Q9UNY4
Q10335	Q10335
Q10335	Q06103
Q10360	Q10360
Q10SY9	Q10SY9
Q12036	Q12036
Q12089	Q12089
Q12117	Q12117
Q12139	Q12139
Q12144	Q12144
Q12161	Q12161
Q12167	Q12167
Q12247	Q12247
Q12252	Q12252
Q12340	Q12340
Q12340	Q12172
Q12368	Q12368
Q12374	Q12374
Q12393	Q12393
Q12504	Q12504
Q14146	Q14146
Q18616	Q18616
Q19LA2	Q19LA2
Q1HTZ9	Q1HTZ9
Q1HTZ9	Q1HTZ8
Q1HTZ9	P05221
Q1HTZ9	O75607
Q1HTZ9	P06748
Q1HTZ9	Q27415
Q1HTZ9	Q9NLA3
Q1K4P1	Q1K4P1
Q1K548	Q1K548
Q1K5G1	Q1K5G1
Q1K6U7	Q1K6U7
Q1K730	Q1K730
Q1K7L7	Q1K7L7
Q1K8E0	Q1K8E0
Q1K8V2	Q1K8V2
Q1K8V2	P53733
Q1K8V2	P59776
Q1K8V2	P06508
Q1K8V2	Q9UTQ6
Q1MTQ9	Q1MTQ9
Q1MTQ9	Q08962
Q1MTQ9	Q9Y221
Q1MTR2	Q1MTR2
Q1MTR2	Q15287
Q1MTS0	Q1MTS0
Q1MTS0	Q12136
Q1ZXU0	Q1ZXU0
Q22323	Q22323
Q23696	Q23696
Q23696	Q19537
Q23696	Q24492
Q23696	P22336
Q23696	P27694
Q23696	Q92372
Q23696	Q9SKI4
Q25825	Q25825
Q2HJJ1	Q2HJJ1
Q2HJJ1	Q13084
Q2KID9	Q2KID9
Q2KID9	P82675
Q2NL27	Q2NL27
Q2NL27	Q9Y3D9
Q2NND9	Q2NND9
Q2NND9	O64852
Q2NND9	Q9CAI2
Q2TBI6	Q2TBI6
Q2TBI6	Q9BYC8
Q2V2Q1	Q2V2Q1
Q2YDI5	Q2YDI5
Q2YDI5	Q96GC5
Q31708	Q31708
Q33DK1	Q33DK1
Q33DK1	Q7XM13
Q33DK1	Q9SB92
Q35914	Q35914
Q35914	P11608
Q35914	P03929
Q35914	O78751
Q35914	P03930
Q35914	P03928
Q37708	Q37708
Q37708	Q03671
Q37708	P00854
Q37708	P00847
Q37708	P00846
Q37708	O78752
Q37708	P00848
Q37708	P05504
Q37708	Q35915
Q39002	Q39002
O94428	O94428
O94516	O94516
O94708	O94708
O97965	O97965
P06391	P06391
P06841	P06841
P08593	P08593
P08740	P08740
P09364	P09364
P0DYC2	P0DYC2
P10690	P10690
P10690	P27202
P10900	P10900
P10900	P04160
P11020	P11020
P11471	P11471
P11471	P18212
P11471	Q42029
P11471	P12302
P11471	P16059
P12198	P12198
P12198	P28804
P12852	P12852
P12853	P12853
P12853	P14226
P12853	P23321
P12853	Q9S841
P12853	P12359
P12853	P46483
